instance,algorithm,seed,objv,lb,bkv,bklb,first_release_time,last_release_time
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryLate_123,LBBD,2,887.0,570.0,684.0,593.0,VeryLate,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryLate_123,LBBD,7,791.0,578.0,684.0,593.0,VeryLate,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryLate_123,LBBD,8,794.0,588.0,684.0,593.0,VeryLate,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryLate_123,LBBD,10,768.0,583.0,684.0,593.0,VeryLate,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryLate_123,LBBD,9,845.0,579.0,684.0,593.0,VeryLate,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryLate_123,LBBD,5,823.0,585.0,684.0,593.0,VeryLate,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryLate_123,ILS,2,892.0,0.0,684.0,593.0,VeryLate,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryLate_123,ILS,8,888.0,0.0,684.0,593.0,VeryLate,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryLate_123,ILS,3,897.0,0.0,684.0,593.0,VeryLate,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryLate_123,ILS,9,879.0,0.0,684.0,593.0,VeryLate,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryLate_123,ILS,5,884.0,0.0,684.0,593.0,VeryLate,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryLate_123,ILS,4,894.0,0.0,684.0,593.0,VeryLate,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryLate_123,ILS,7,894.0,0.0,684.0,593.0,VeryLate,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryLate_123,ILS,10,889.0,0.0,684.0,593.0,VeryLate,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryLate_123,ILS,1,897.0,0.0,684.0,593.0,VeryLate,VeryLate
