instance,algorithm,seed,objv,lb,bkv,bklb,first_release_time,last_release_time
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryLate_123,ILS,6,866.0,0.0,684.0,593.0,VeryLate,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryLate_123,RS,1,864.0,0.0,684.0,593.0,VeryLate,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,MIP,4,801.0,292.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,MIP,1,856.0,291.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,MIP,6,832.0,367.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,MIP,5,811.0,380.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,MIP,2,774.0,292.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,MIP,7,793.0,291.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,MIP,8,768.0,293.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,MIP,10,805.0,290.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,MIP,3,750.0,290.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,MIP,9,804.0,299.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,IBS,5,640.0,0.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,IBS,6,639.0,0.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,IBS,8,639.0,0.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,IBS,3,638.0,0.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,IBS,9,638.0,0.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,IBS,1,639.0,0.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,IBS,2,638.0,0.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,IBS,4,639.0,0.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,IBS,10,639.0,0.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,IBS,7,638.0,0.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,CUTH,4,824.0,0.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,CUTH,5,824.0,0.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,CUTH,8,824.0,0.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,CUTH,10,824.0,0.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,CUTH,7,824.0,0.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,CUTH,2,824.0,0.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,CUTH,3,824.0,0.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,CUTH,6,824.0,0.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,CUTH,9,824.0,0.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,CUTH,1,824.0,0.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,LBBD,9,776.0,506.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,LBBD,1,744.0,497.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,LBBD,3,881.0,491.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,LBBD,6,895.0,490.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,LBBD,4,864.0,478.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,LBBD,8,898.0,495.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,LBBD,10,899.0,491.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,LBBD,2,809.0,463.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,LBBD,7,818.0,488.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,LBBD,5,897.0,476.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,ILS,4,896.0,0.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,ILS,2,893.0,0.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,ILS,5,898.0,0.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,ILS,3,897.0,0.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,ILS,10,879.0,0.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,ILS,8,896.0,0.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,ILS,7,897.0,0.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,ILS,6,898.0,0.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,ILS,9,895.0,0.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,ILS,1,889.0,0.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryLate_123,RS,1,867.0,0.0,638.0,506.0,Late,VeryLate
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,MIP,6,794.0,304.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,MIP,5,691.0,299.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,MIP,9,792.0,381.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,MIP,3,616.0,380.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,MIP,4,826.0,294.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,MIP,7,802.0,298.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,MIP,1,617.0,295.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,MIP,8,749.0,300.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,MIP,10,740.0,294.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,MIP,2,709.0,293.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,IBS,2,493.0,0.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,IBS,10,493.0,0.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,IBS,6,493.0,0.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,IBS,5,493.0,0.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,IBS,4,493.0,0.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,IBS,1,493.0,0.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,IBS,7,493.0,0.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,IBS,8,493.0,0.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,IBS,9,493.0,0.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,IBS,3,493.0,0.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,CUTH,1,631.0,0.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,CUTH,2,631.0,0.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,CUTH,7,631.0,0.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,CUTH,9,631.0,0.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,CUTH,3,631.0,0.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,CUTH,8,631.0,0.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,CUTH,4,631.0,0.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,CUTH,5,631.0,0.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,CUTH,6,631.0,0.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,CUTH,10,631.0,0.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,LBBD,9,826.0,388.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,LBBD,6,873.0,392.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,LBBD,3,813.0,401.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,LBBD,4,827.0,384.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,LBBD,10,813.0,403.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,LBBD,7,881.0,404.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,LBBD,8,899.0,369.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,LBBD,2,900.0,394.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,LBBD,5,886.0,377.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,LBBD,1,895.0,379.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,ILS,10,900.0,0.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,ILS,1,900.0,0.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,ILS,5,898.0,0.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,ILS,8,893.0,0.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,ILS,6,900.0,0.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,ILS,3,893.0,0.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,ILS,2,899.0,0.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,ILS,7,898.0,0.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,ILS,4,897.0,0.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,ILS,9,900.0,0.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_Early_123,RS,1,880.0,0.0,493.0,404.0,Late,Early
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,MIP,1,766.0,379.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,MIP,5,487.0,377.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,MIP,4,841.0,378.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,MIP,2,451.0,375.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,MIP,6,451.0,380.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,MIP,9,707.0,379.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,MIP,3,451.0,375.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,MIP,8,451.0,380.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,MIP,10,526.0,312.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,MIP,7,451.0,376.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,IBS,9,454.0,0.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,IBS,4,454.0,0.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,IBS,8,455.0,0.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,IBS,3,455.0,0.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,IBS,10,456.0,0.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,IBS,1,455.0,0.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,IBS,7,454.0,0.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,IBS,6,454.0,0.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,IBS,5,455.0,0.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,IBS,2,453.0,0.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,CUTH,3,554.0,0.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,CUTH,2,554.0,0.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,CUTH,7,554.0,0.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,CUTH,8,554.0,0.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,CUTH,6,554.0,0.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,CUTH,10,554.0,0.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,CUTH,5,554.0,0.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,CUTH,9,554.0,0.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,CUTH,4,554.0,0.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,CUTH,1,554.0,0.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,LBBD,2,896.0,316.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,LBBD,7,836.0,356.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,LBBD,4,894.0,382.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,LBBD,1,846.0,355.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,LBBD,3,808.0,338.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,LBBD,9,900.0,358.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,LBBD,10,827.0,349.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,LBBD,8,808.0,359.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,LBBD,6,900.0,352.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,LBBD,5,895.0,344.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,ILS,5,887.0,0.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,ILS,6,893.0,0.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,ILS,1,895.0,0.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,ILS,9,888.0,0.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,ILS,2,898.0,0.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,ILS,7,894.0,0.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,ILS,8,894.0,0.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,ILS,3,896.0,0.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,ILS,10,898.0,0.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,ILS,4,899.0,0.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_VeryEarly_123,RS,1,880.0,0.0,451.0,382.0,Late,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,MIP,7,704.0,294.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,MIP,3,751.0,302.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,MIP,9,589.0,290.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,MIP,6,831.0,294.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,MIP,5,806.0,390.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,MIP,10,761.0,387.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,MIP,1,755.0,300.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,MIP,2,809.0,290.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,MIP,8,699.0,295.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,MIP,4,782.0,295.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,IBS,8,524.0,0.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,IBS,4,525.0,0.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,IBS,1,525.0,0.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,IBS,5,524.0,0.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,IBS,9,524.0,0.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,IBS,10,524.0,0.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,IBS,2,524.0,0.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,IBS,3,524.0,0.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,IBS,7,524.0,0.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,IBS,6,524.0,0.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,CUTH,1,726.0,0.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,CUTH,10,726.0,0.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,CUTH,5,726.0,0.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,CUTH,8,726.0,0.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,CUTH,7,726.0,0.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,CUTH,9,726.0,0.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,CUTH,3,726.0,0.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,CUTH,4,726.0,0.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,CUTH,6,726.0,0.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,CUTH,2,726.0,0.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,LBBD,7,860.0,418.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,LBBD,9,813.0,412.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,LBBD,3,898.0,437.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,LBBD,1,854.0,411.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,LBBD,2,841.0,401.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,LBBD,8,796.0,423.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,LBBD,10,892.0,423.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,LBBD,4,796.0,407.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,LBBD,5,733.0,420.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,LBBD,6,876.0,403.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,ILS,4,895.0,0.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,ILS,6,900.0,0.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,ILS,8,897.0,0.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,ILS,5,899.0,0.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,ILS,3,899.0,0.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,ILS,9,900.0,0.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,ILS,10,898.0,0.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,ILS,2,900.0,0.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,ILS,7,896.0,0.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,ILS,1,898.0,0.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_Late_Late_123,RS,1,878.0,0.0,524.0,437.0,Late,Late
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryEarly_123,MIP,10,784.0,453.0,508.0,487.0,VeryLate,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryEarly_123,MIP,6,771.0,483.0,508.0,487.0,VeryLate,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryEarly_123,MIP,1,747.0,454.0,508.0,487.0,VeryLate,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryEarly_123,MIP,8,613.0,484.0,508.0,487.0,VeryLate,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryEarly_123,MIP,4,758.0,484.0,508.0,487.0,VeryLate,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryEarly_123,MIP,9,531.0,485.0,508.0,487.0,VeryLate,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryEarly_123,MIP,5,820.0,481.0,508.0,487.0,VeryLate,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryEarly_123,MIP,7,513.0,487.0,508.0,487.0,VeryLate,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryEarly_123,MIP,2,739.0,486.0,508.0,487.0,VeryLate,VeryEarly
Medium_Moderate_Light_High_Moderate_Moderate_VeryLate_VeryEarly_123,MIP,3,647.0,486.0,508.0,487.0,VeryLate,VeryEarly
