instance,algorithm,seed,objv,lb,bkv,bklb,delay,num_resources
Medium_Moderate_Light_Medium_Moderate_Moderate_Early_VeryLate_123,CUTH,6,822.0,0.0,741.0,413.0,Medium,Moderate
Medium_Moderate_Light_Medium_Moderate_Moderate_Early_VeryLate_123,CUTH,10,822.0,0.0,741.0,413.0,Medium,Moderate
Medium_Moderate_Light_Medium_Moderate_Moderate_Early_VeryLate_123,CUTH,1,822.0,0.0,741.0,413.0,Medium,Moderate
Medium_Moderate_Light_Medium_Moderate_Moderate_Early_VeryLate_123,CUTH,5,822.0,0.0,741.0,413.0,Medium,Moderate
Medium_Moderate_Light_Medium_Moderate_Moderate_Early_VeryLate_123,CUTH,9,822.0,0.0,741.0,413.0,Medium,Moderate
Medium_Moderate_Light_Medium_Moderate_Moderate_Early_VeryLate_123,CUTH,3,822.0,0.0,741.0,413.0,Medium,Moderate
Medium_Moderate_Light_Medium_Moderate_Moderate_Early_VeryLate_123,CUTH,7,822.0,0.0,741.0,413.0,Medium,Moderate
Medium_Moderate_Light_Medium_Moderate_Moderate_Early_VeryLate_123,CUTH,2,822.0,0.0,741.0,413.0,Medium,Moderate
Medium_Moderate_Light_Medium_Moderate_Moderate_Early_VeryLate_123,LBBD,9,825.0,321.0,741.0,413.0,Medium,Moderate
Medium_Moderate_Light_Medium_Moderate_Moderate_Early_VeryLate_123,LBBD,10,814.0,292.0,741.0,413.0,Medium,Moderate
Medium_Moderate_Light_Medium_Moderate_Moderate_Early_VeryLate_123,LBBD,1,898.0,351.0,741.0,413.0,Medium,Moderate
Medium_Moderate_Light_Medium_Moderate_Moderate_Early_VeryLate_123,LBBD,4,810.0,350.0,741.0,413.0,Medium,Moderate
Medium_Moderate_Light_Medium_Moderate_Moderate_Early_VeryLate_123,LBBD,3,808.0,365.0,741.0,413.0,Medium,Moderate
Medium_Moderate_Light_Medium_Moderate_Moderate_Early_VeryLate_123,LBBD,2,829.0,327.0,741.0,413.0,Medium,Moderate
Medium_Moderate_Light_Medium_Moderate_Moderate_Early_VeryLate_123,LBBD,6,894.0,363.0,741.0,413.0,Medium,Moderate
Medium_Moderate_Light_Medium_Moderate_Moderate_Early_VeryLate_123,LBBD,7,824.0,277.0,741.0,413.0,Medium,Moderate
Medium_Moderate_Light_Medium_Moderate_Moderate_Early_VeryLate_123,LBBD,5,900.0,294.0,741.0,413.0,Medium,Moderate
