instance,algorithm,seed,objv,lb,bkv,bklb,delay,num_resources
Medium_Moderate_Light_Medium_Moderate_Moderate_Early_VeryLate_123,LBBD,8,796.0,319.0,741.0,413.0,Medium,Moderate
Medium_Moderate_Light_Medium_Moderate_Moderate_Early_VeryLate_123,ILS,1,898.0,0.0,741.0,413.0,Medium,Moderate
Medium_Moderate_Light_Medium_Moderate_Moderate_Early_VeryLate_123,ILS,9,869.0,0.0,741.0,413.0,Medium,Moderate
Medium_Moderate_Light_Medium_Moderate_Moderate_Early_VeryLate_123,ILS,3,898.0,0.0,741.0,413.0,Medium,Moderate
Medium_Moderate_Light_Medium_Moderate_Moderate_Early_VeryLate_123,ILS,2,898.0,0.0,741.0,413.0,Medium,Moderate
Medium_Moderate_Light_Medium_Moderate_Moderate_Early_VeryLate_123,ILS,8,895.0,0.0,741.0,413.0,Medium,Moderate
Medium_Moderate_Light_Medium_Moderate_Moderate_Early_VeryLate_123,ILS,4,896.0,0.0,741.0,413.0,Medium,Moderate
Medium_Moderate_Light_Medium_Moderate_Moderate_Early_VeryLate_123,ILS,7,891.0,0.0,741.0,413.0,Medium,Moderate
Medium_Moderate_Light_Medium_Moderate_Moderate_Early_VeryLate_123,ILS,6,855.0,0.0,741.0,413.0,Medium,Moderate
Medium_Moderate_Light_Medium_Moderate_Moderate_Early_VeryLate_123,ILS,5,891.0,0.0,741.0,413.0,Medium,Moderate
Medium_Moderate_Light_Medium_Moderate_Moderate_Early_VeryLate_123,ILS,10,894.0,0.0,741.0,413.0,Medium,Moderate
Medium_Moderate_Light_Medium_Moderate_Moderate_Early_VeryLate_123,RS,1,867.0,0.0,741.0,413.0,Medium,Moderate
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,MIP,6,683.0,186.0,615.0,443.0,High,Moderate
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,MIP,10,742.0,189.0,615.0,443.0,High,Moderate
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,MIP,2,771.0,189.0,615.0,443.0,High,Moderate
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,MIP,5,752.0,186.0,615.0,443.0,High,Moderate
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,MIP,7,817.0,186.0,615.0,443.0,High,Moderate
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,MIP,9,808.0,203.0,615.0,443.0,High,Moderate
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,MIP,8,814.0,193.0,615.0,443.0,High,Moderate
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,MIP,4,752.0,188.0,615.0,443.0,High,Moderate
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,MIP,3,816.0,185.0,615.0,443.0,High,Moderate
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,MIP,1,834.0,260.0,615.0,443.0,High,Moderate
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,IBS,3,615.0,0.0,615.0,443.0,High,Moderate
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,IBS,1,620.0,0.0,615.0,443.0,High,Moderate
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,IBS,7,617.0,0.0,615.0,443.0,High,Moderate
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,IBS,2,620.0,0.0,615.0,443.0,High,Moderate
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,IBS,5,617.0,0.0,615.0,443.0,High,Moderate
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,IBS,9,622.0,0.0,615.0,443.0,High,Moderate
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,IBS,4,616.0,0.0,615.0,443.0,High,Moderate
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,IBS,8,615.0,0.0,615.0,443.0,High,Moderate
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,IBS,10,623.0,0.0,615.0,443.0,High,Moderate
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,IBS,6,622.0,0.0,615.0,443.0,High,Moderate
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,CUTH,7,822.0,0.0,615.0,443.0,High,Moderate
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,CUTH,5,822.0,0.0,615.0,443.0,High,Moderate
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,CUTH,10,822.0,0.0,615.0,443.0,High,Moderate
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,CUTH,8,822.0,0.0,615.0,443.0,High,Moderate
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,CUTH,2,822.0,0.0,615.0,443.0,High,Moderate
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,CUTH,9,822.0,0.0,615.0,443.0,High,Moderate
