instance,algorithm,seed,objv,lb,bkv,bklb,grid,distribution
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,IBS_08,1,1095.0,0.0,1095.0,651.0,40x40,20
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,IBS_08,5,1095.0,0.0,1095.0,651.0,40x40,20
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,IBS_08,7,1095.0,0.0,1095.0,651.0,40x40,20
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,IBS_08,4,1095.0,0.0,1095.0,651.0,40x40,20
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,IBS_08,3,1095.0,0.0,1095.0,651.0,40x40,20
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,IBS_08,10,1095.0,0.0,1095.0,651.0,40x40,20
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,CUTH,8,1434.0,0.0,1095.0,651.0,40x40,20
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,CUTH,4,1434.0,0.0,1095.0,651.0,40x40,20
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,CUTH,6,1434.0,0.0,1095.0,651.0,40x40,20
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,CUTH,2,1434.0,0.0,1095.0,651.0,40x40,20
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,CUTH,3,1434.0,0.0,1095.0,651.0,40x40,20
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,CUTH,9,1434.0,0.0,1095.0,651.0,40x40,20
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,CUTH,10,1434.0,0.0,1095.0,651.0,40x40,20
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,CUTH,1,1434.0,0.0,1095.0,651.0,40x40,20
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,CUTH,5,1434.0,0.0,1095.0,651.0,40x40,20
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,CUTH,7,1434.0,0.0,1095.0,651.0,40x40,20
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,LBBD,9,1600.0,635.0,1095.0,651.0,40x40,20
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,LBBD,4,1600.0,636.0,1095.0,651.0,40x40,20
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,LBBD,7,1600.0,643.0,1095.0,651.0,40x40,20
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,LBBD,2,1600.0,638.0,1095.0,651.0,40x40,20
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,LBBD,8,1600.0,649.0,1095.0,651.0,40x40,20
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,LBBD,1,1600.0,619.0,1095.0,651.0,40x40,20
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,LBBD,3,1600.0,623.0,1095.0,651.0,40x40,20
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,LBBD,5,1600.0,614.0,1095.0,651.0,40x40,20
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,LBBD,6,1600.0,618.0,1095.0,651.0,40x40,20
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,LBBD,10,1600.0,651.0,1095.0,651.0,40x40,20
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,ILS,5,1600.0,0.0,1095.0,651.0,40x40,20
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,ILS,10,1600.0,0.0,1095.0,651.0,40x40,20
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,ILS,9,1600.0,0.0,1095.0,651.0,40x40,20
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,ILS,7,1599.0,0.0,1095.0,651.0,40x40,20
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,ILS,3,1598.0,0.0,1095.0,651.0,40x40,20
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,ILS,2,1597.0,0.0,1095.0,651.0,40x40,20
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,ILS,4,1597.0,0.0,1095.0,651.0,40x40,20
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,ILS,6,1596.0,0.0,1095.0,651.0,40x40,20
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,ILS,1,1599.0,0.0,1095.0,651.0,40x40,20
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,ILS,8,1597.0,0.0,1095.0,651.0,40x40,20
Large_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,RS,1,1560.0,0.0,1095.0,651.0,40x40,20
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,MIP,2,6097.0,604.0,5877.0,1720.0,80x80,5
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,MIP,1,6235.0,628.0,5877.0,1720.0,80x80,5
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,MIP,3,5877.0,581.0,5877.0,1720.0,80x80,5
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,IBS_1,1,6352.0,0.0,5877.0,1720.0,80x80,5
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,IBS_1,2,6352.0,0.0,5877.0,1720.0,80x80,5
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,IBS_1,3,6353.0,0.0,5877.0,1720.0,80x80,5
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,IBS_0,3,6327.0,0.0,5877.0,1720.0,80x80,5
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,IBS_0,2,6329.0,0.0,5877.0,1720.0,80x80,5
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,IBS_0,1,6321.0,0.0,5877.0,1720.0,80x80,5
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,IBS_02,2,6329.0,0.0,5877.0,1720.0,80x80,5
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,IBS_02,1,6336.0,0.0,5877.0,1720.0,80x80,5
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,IBS_02,3,6330.0,0.0,5877.0,1720.0,80x80,5
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,IBS_04,1,6335.0,0.0,5877.0,1720.0,80x80,5
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,IBS_04,3,6342.0,0.0,5877.0,1720.0,80x80,5
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,IBS_04,2,6342.0,0.0,5877.0,1720.0,80x80,5
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,IBS_06,1,6349.0,0.0,5877.0,1720.0,80x80,5
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,IBS_06,2,6348.0,0.0,5877.0,1720.0,80x80,5
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,IBS_06,3,6345.0,0.0,5877.0,1720.0,80x80,5
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,IBS_08,1,6352.0,0.0,5877.0,1720.0,80x80,5
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,IBS_08,2,6352.0,0.0,5877.0,1720.0,80x80,5
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,IBS_08,3,6353.0,0.0,5877.0,1720.0,80x80,5
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,CUTH,1,6029.0,0.0,5877.0,1720.0,80x80,5
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,CUTH,2,6029.0,0.0,5877.0,1720.0,80x80,5
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,CUTH,3,6029.0,0.0,5877.0,1720.0,80x80,5
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,LBBD,3,6400.0,1631.0,5877.0,1720.0,80x80,5
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,LBBD,2,6398.0,1651.0,5877.0,1720.0,80x80,5
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,LBBD,1,6400.0,1720.0,5877.0,1720.0,80x80,5
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,ILS,2,6400.0,0.0,5877.0,1720.0,80x80,5
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,ILS,1,6396.0,0.0,5877.0,1720.0,80x80,5
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,ILS,3,6396.0,0.0,5877.0,1720.0,80x80,5
Huge_Moderate_Light_High_Moderate_Few_Early_VeryLate_123,RS,1,6379.0,0.0,5877.0,1720.0,80x80,5
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,MIP,1,6120.0,631.0,5961.0,1623.0,80x80,10
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,MIP,2,6054.0,630.0,5961.0,1623.0,80x80,10
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,MIP,3,6280.0,633.0,5961.0,1623.0,80x80,10
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,IBS_1,3,6320.0,0.0,5961.0,1623.0,80x80,10
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,IBS_1,1,6346.0,0.0,5961.0,1623.0,80x80,10
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,IBS_1,2,6245.0,0.0,5961.0,1623.0,80x80,10
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,IBS_0,3,6289.0,0.0,5961.0,1623.0,80x80,10
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,IBS_0,2,6302.0,0.0,5961.0,1623.0,80x80,10
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,IBS_0,1,6288.0,0.0,5961.0,1623.0,80x80,10
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,IBS_02,1,6299.0,0.0,5961.0,1623.0,80x80,10
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,IBS_02,2,6297.0,0.0,5961.0,1623.0,80x80,10
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,IBS_02,3,6303.0,0.0,5961.0,1623.0,80x80,10
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,IBS_04,3,6325.0,0.0,5961.0,1623.0,80x80,10
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,IBS_04,2,6319.0,0.0,5961.0,1623.0,80x80,10
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,IBS_04,1,6320.0,0.0,5961.0,1623.0,80x80,10
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,IBS_06,2,6359.0,0.0,5961.0,1623.0,80x80,10
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,IBS_06,3,6360.0,0.0,5961.0,1623.0,80x80,10
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,IBS_06,1,6351.0,0.0,5961.0,1623.0,80x80,10
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,IBS_08,3,6320.0,0.0,5961.0,1623.0,80x80,10
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,IBS_08,1,6346.0,0.0,5961.0,1623.0,80x80,10
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,IBS_08,2,6245.0,0.0,5961.0,1623.0,80x80,10
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,CUTH,3,5961.0,0.0,5961.0,1623.0,80x80,10
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,CUTH,1,5961.0,0.0,5961.0,1623.0,80x80,10
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,CUTH,2,5961.0,0.0,5961.0,1623.0,80x80,10
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,LBBD,1,6400.0,1623.0,5961.0,1623.0,80x80,10
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,LBBD,3,6390.0,1522.0,5961.0,1623.0,80x80,10
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,LBBD,2,6398.0,1581.0,5961.0,1623.0,80x80,10
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,ILS,1,6400.0,0.0,5961.0,1623.0,80x80,10
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,ILS,3,6400.0,0.0,5961.0,1623.0,80x80,10
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,ILS,2,6400.0,0.0,5961.0,1623.0,80x80,10
Huge_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,RS,1,6381.0,0.0,5961.0,1623.0,80x80,10
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,MIP,2,6163.0,602.0,4547.0,1561.0,80x80,20
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,MIP,1,6233.0,537.0,4547.0,1561.0,80x80,20
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,MIP,3,6261.0,605.0,4547.0,1561.0,80x80,20
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,IBS_1,1,5365.0,0.0,4547.0,1561.0,80x80,20
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,IBS_1,3,4716.0,0.0,4547.0,1561.0,80x80,20
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,IBS_1,2,5227.0,0.0,4547.0,1561.0,80x80,20
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,IBS_0,3,6287.0,0.0,4547.0,1561.0,80x80,20
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,IBS_0,1,6296.0,0.0,4547.0,1561.0,80x80,20
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,IBS_0,2,6294.0,0.0,4547.0,1561.0,80x80,20
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,IBS_02,1,6293.0,0.0,4547.0,1561.0,80x80,20
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,IBS_02,3,6300.0,0.0,4547.0,1561.0,80x80,20
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,IBS_02,2,6288.0,0.0,4547.0,1561.0,80x80,20
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,IBS_04,3,6339.0,0.0,4547.0,1561.0,80x80,20
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,IBS_04,2,6331.0,0.0,4547.0,1561.0,80x80,20
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,IBS_04,1,6334.0,0.0,4547.0,1561.0,80x80,20
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,IBS_06,3,4547.0,0.0,4547.0,1561.0,80x80,20
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,IBS_06,1,6047.0,0.0,4547.0,1561.0,80x80,20
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,IBS_06,2,5237.0,0.0,4547.0,1561.0,80x80,20
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,IBS_08,1,5365.0,0.0,4547.0,1561.0,80x80,20
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,IBS_08,2,5227.0,0.0,4547.0,1561.0,80x80,20
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,IBS_08,3,4716.0,0.0,4547.0,1561.0,80x80,20
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,CUTH,1,5946.0,0.0,4547.0,1561.0,80x80,20
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,CUTH,3,5946.0,0.0,4547.0,1561.0,80x80,20
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,CUTH,2,5946.0,0.0,4547.0,1561.0,80x80,20
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,LBBD,2,6400.0,1288.0,4547.0,1561.0,80x80,20
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,LBBD,3,6400.0,1262.0,4547.0,1561.0,80x80,20
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,LBBD,1,6400.0,1561.0,4547.0,1561.0,80x80,20
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,ILS,2,6398.0,0.0,4547.0,1561.0,80x80,20
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,ILS,1,6398.0,0.0,4547.0,1561.0,80x80,20
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,ILS,3,6399.0,0.0,4547.0,1561.0,80x80,20
Huge_Moderate_Light_High_Moderate_Many_Early_VeryLate_123,RS,1,6385.0,0.0,4547.0,1561.0,80x80,20
